run_accession	biome_class	biome_subclass	biome	accession	sample_accession	sample_name	longitude	latitude	geo_loc_name	geo_loc_name_1	studies	sample_desc	environment_biome	environment_feature	environment_material	study_accession	experiment_accession	read_count	instrument_model	instrument_platform	library_layout	library_strategy	library_selection	library_source	fastq_ftp	query_biome
ERR3589589	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308839	SAMEA4397390	TARA_B110000093	66.2954	79.3349	NA	NA	MGYS00006058	This sample (TARA_B110000093) was collected at station TARA_175 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a Rosette Vertical Sampling System [RVSS]. The sampling event (TARA_20130711T0613Z_175_Combined-EVENTS_CAST) occurred at position latitudeN=79.3349 and longitudeE=66.2954, on date/time=2013-07-11T06:13:00, at a depth of 10-100 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [MIX] marine epipelagic wind mixed layer (ENVO:01000061). The sample material was size-fractionated (0.22-3 micrometres) and prepared on board using protocol  [SEQ-(100L)_W0.22-3] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of prokaryotes. This sample has replicate sample(s): TARA_B110000094.	polar biome	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9740	ERX3585476	131878136	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589589/ERR3589589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589589/ERR3589589_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762187	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309836	SAMEA4398387	TARA_R110001592	-55.9869	61.5427	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110001592) was collected at station TARA_210 during campaign TARA_20131020Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20131027T1016Z_210_EVENT_PUMP) occurred at position latitudeN=61.5427 and longitudeE=-55.9869, on date/time=2013-10-27T10:16:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775140	56025573	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/007/ERR2762187/ERR2762187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/007/ERR2762187/ERR2762187_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762158	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1309397	SAMEA4397948	TARA_R110000772	-154.9101	71.8895	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110000772) was collected at station TARA_196 during campaign TARA_20130907Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130914T1730Z_196_EVENT_PUMP) occurred at position latitudeN=71.8895 and longitudeE=-154.9101, on date/time=2013-09-14T17:30:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775111	189147513	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762158/ERR2762158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/008/ERR2762158/ERR2762158_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR2762133	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Polar	root:Environmental:Aquatic:Marine	ERS1308894	SAMEA4397445	TARA_R110002124	73.2057	77.1604	NA	NA	MGYS00005856,MGYS00005857	This sample (TARA_R110002124) was collected at station TARA_178 during campaign TARA_20130629Z of the Tara Oceans expedition (2009-2013), using a high volume peristaltic pump [HVP-PUMP]. The sampling event (TARA_20130715T0211Z_178_EVENT_PUMP) occurred at position latitudeN=77.1604 and longitudeE=73.2057, on date/time=2013-07-15T02:11:00, at a depth of 3-7 m. The sample material was collected in the marine biome (ENVO:00000447) targeting a [SRF] surface water layer (ENVO:00010504). The sample material was size-fractionated (&lt;0.22 micrometres) and prepared on board using protocol  [SEQ-(FeCl3)_W&lt;0.22] for later detection and identification of biological and molecular entities (nucleotides) by sequencing (SEQ) methods. This sample may be used for example in biodiversity and metagenomics studies of viruses. This sample has no known replicate.	polar biome	[SRF] surface water layer (ENVO:00010504)	water (ENVO:00002006), including particulate matter (ENVO:01000060) such as planktonic material (ENVO:01000063)	PRJEB9742	ERX2775086	50283372	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/003/ERR2762133/ERR2762133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR276/003/ERR2762133/ERR2762133_2.fastq.gz	root:Environmental:Aquatic:Marine
SRR3646240	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	SRS1490777	SAMN05213967	MedPE-SW	-0.25	38.2833	Spain: off the coast of Alicante	Spain: off the coast of Alicante	MGYS00003541	In order to analyze the community that live associated to particles using metagenomics, mediterranean seawater was enriched with a specific particulate matter.	marine biome	marine biome	water	PRJNA318731	SRX1829428	11657094	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/000/SRR3646240/SRR3646240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/000/SRR3646240/SRR3646240_2.fastq.gz	root:Environmental:Aquatic:Marine
SRR3646399	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	SRS1490924	SAMN05213998	MedPE-SWsnd	-0.25	38.2833	Spain: off the coast of Alicante	Spain: off the coast of Alicante	MGYS00003541	In order to analyze the community that live associated to particles using metagenomics, mediterranean seawater was enriched with a specific particulate matter.	marine biome	marine biome	water	PRJNA318731	SRX1829595	11123274	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/009/SRR3646399/SRR3646399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR364/009/SRR3646399/SRR3646399_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594315	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS488147	SAMEA2619548	TARA_X000001036	5.9422	39.0609	NA	NA	MGYS00006074	&quot;This sample (TARA_X000001036) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.0609, longitudeE=5.9422) on date/time=2009-09-28T16:59, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 53-57 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.&quot;	marine biome (envo:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	&quot;saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)&quot;	PRJEB1788	ERX552291	29758680	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594315/ERR594315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594315/ERR594315_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594316	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS488119	SAMEA2619531	TARA_X000000950	5.916	39.1633	NA	NA	MGYS00006074	&quot;This sample (TARA_X000000950) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.1633, longitudeE=5.916) on date/time=2009-09-28T12:18, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.&quot;	marine biome (envo:00000447)	surface water layer (ENVO:00002042)	&quot;saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)&quot;	PRJEB1788	ERX552251	24490102	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594316/ERR594316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594316/ERR594316_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594329	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS488147	SAMEA2619548	TARA_X000001036	5.9422	39.0609	NA	NA	MGYS00006074	&quot;This sample (TARA_X000001036) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.0609, longitudeE=5.9422) on date/time=2009-09-28T16:59, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 53-57 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.&quot;	marine biome (envo:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	&quot;saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)&quot;	PRJEB1788	ERX552303	178517957	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594329/ERR594329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594329/ERR594329_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR315857	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS477931	SAMEA2591057	TARA_A200000113	1.9378	37.051	NA	NA	MGYS00006074	This sample (TARA_A200000113) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-09-23T12:50Z at station TARA_007 (latitudeN=37.051, longitudeE=1.9378) from a surface water (ENVO:00002042) layer at a depth of 3-7 m, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (0.22-1.6 micrometres) and preserved on board  in liquid nitrogen for later phylogenetic analysis of large DNA virus nucleotide sequences identification by pyrosequencing methods.	marine biome (envo:00000447)	surface water (ENVO:00002042) layer	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	PRJEB1788	ERX289005	110583306	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315857/ERR315857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315857/ERR315857_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594288	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS488119	SAMEA2619531	TARA_X000000950	5.916	39.1633	NA	NA	MGYS00006074	&quot;This sample (TARA_X000000950) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.1633, longitudeE=5.916) on date/time=2009-09-28T12:18, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.&quot;	marine biome (envo:00000447)	surface water layer (ENVO:00002042)	&quot;saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)&quot;	PRJEB1788	ERX552288	147450847	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594288/ERR594288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594288/ERR594288_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR315856	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS477953	SAMEA2591074	TARA_A200000159	1.9478	37.0541	NA	NA	MGYS00002392,MGYS00006074	This sample (TARA_A200000159) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-09-23T16:08Z at station TARA_007 (latitudeN=37.0541, longitudeE=1.9478) from a deep chlorophyll maximum layer (ENVO:xxxxxxxx) at a depth of 40-44 m, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (0.22-1.6 micrometres) and preserved on board  in liquid nitrogen for later phylogenetic analysis of large DNA virus nucleotide sequences identification by pyrosequencing methods.	marine biome (envo:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	PRJEB1788	ERX289004	89259915	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315856/ERR315856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315856/ERR315856_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594317	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS488119	SAMEA2619531	TARA_X000000950	5.916	39.1633	NA	NA	MGYS00006074	&quot;This sample (TARA_X000000950) was collected during the Tara Oceans expedition (2009-2013) at station TARA_009 (latitudeN=39.1633, longitudeE=5.916) on date/time=2009-09-28T12:18, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.&quot;	marine biome (envo:00000447)	surface water layer (ENVO:00002042)	&quot;saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)&quot;	PRJEB1788	ERX552248	72867764	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594317/ERR594317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594317/ERR594317_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594358	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS488340	SAMEA2619677	TARA_A100000171	14.2574	35.759	NA	NA	MGYS00001918,MGYS00005787	&quot;This sample (TARA_A100000171) was collected during the Tara Oceans expedition (2009-2013) at station TARA_018 (latitudeN=35.759, longitudeE=14.2574) on date/time=2009-11-02T08:13, using a PUMP (High Volume Peristaltic Pump).  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (&lt;-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis.&quot;	marine biome (envo:00000447)	surface water layer (ENVO:00002042)	&quot;saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)&quot;	PRJEB4419	ERX552351	47508906	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594358/ERR594358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594358/ERR594358_2.fastq.gz	root:Environmental:Aquatic:Marine
ERR594408	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Marine:Mediterranean sea	root:Environmental:Aquatic:Marine	ERS478007	SAMEA2591107	TARA_E500000082	17.7252	42.1735	NA	NA	MGYS00001918,MGYS00005787	This sample (TARA_E500000082) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-11-18T13:50Z at station TARA_023 (latitudeN=42.1735, longitudeE=17.7252) from a deep chlorophyll maximum layer (ENVO:xxxxxxxx) at a depth of 53-57 m, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet.  The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (&lt;-0.22 micrometres) and preserved on board  in liquid nitrogen for later phylogenetic analysis of virus nucleotide sequences identification by pyrosequencing methods.	marine biome (envo:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	PRJEB4419	ERX552331	41387025	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594408/ERR594408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR594/ERR594408/ERR594408_2.fastq.gz	root:Environmental:Aquatic:Marine
